-59.09089651107794, 32.27272720336901
-74.0908966064453, 2.27272605895996
-44.09089665412913, 24.772727453708562
-19.999987355933715, 12.727273091796903
-24.0908966064453, -7.72727394104004
-84.0908966064453, -17.72727394104
-64.0908966064453, -47.7272720336914
-14.0908966064453, -27.72727394104
3.2167965942585566, 1.1188813934664283
10.90910420417793, -2.7272723197937965
0.9091019630426119, -22.72727727890169
5.90910339355469, -7.72727394104004
-24.0908966064453, -47.7272720336914
-14.090895366668622, -52.72727265357974
10.909104204177929, -2.7272723197937956
